case_sample_id,source,case_id,geo_id,pressure_level_id,H_m,lambda,M_m,q_top_MPa,alpha_E_roof,alpha_c_roof,phi_roof_deg,alpha_t_roof,support_pressure_MPa,P_s,dat_file,max_settlement_m,max_heave_m,peak_abutment_stress_MPa,support_pressure_MPa_from_summary,q_top_MPa_from_summary,summary_file,status,qc_flag,meets_control,design_note
stage5_boundary_s5b_g012_p02,stage5_boundary,s5b_g012_p02,g012,p02,1164.52,1.15143,5.41596,25.9085,1.04499,0.834317,27.2148,0.716242,0.8,3.2e+08,s5b_g012_p02.dat,64.24892,9.817188,74.00443,0.8,25.9085,summary_s5b_g012_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g012_p03,stage5_boundary,s5b_g012_p03,g012,p03,1164.52,1.15143,5.41596,25.9085,1.04499,0.834317,27.2148,0.716242,1.1,4.4e+08,s5b_g012_p03.dat,51.13389,8.367811,74.56646,1.1,25.9085,summary_s5b_g012_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g012_p04,stage5_boundary,s5b_g012_p04,g012,p04,1164.52,1.15143,5.41596,25.9085,1.04499,0.834317,27.2148,0.716242,1.4,5.6e+08,s5b_g012_p04.dat,39.89941,6.94625,75.22493,1.4,25.9085,summary_s5b_g012_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g012_p05,stage5_boundary,s5b_g012_p05,g012,p05,1164.52,1.15143,5.41596,25.9085,1.04499,0.834317,27.2148,0.716242,1.7,6.8e+08,s5b_g012_p05.dat,29.4838,5.472438,74.3786,1.7,25.9085,summary_s5b_g012_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g012_p06,stage5_boundary,s5b_g012_p06,g012,p06,1164.52,1.15143,5.41596,25.9085,1.04499,0.834317,27.2148,0.716242,2,8e+08,s5b_g012_p06.dat,19.09106,3.782793,73.13176,2,25.9085,summary_s5b_g012_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g012_p07,stage5_boundary,s5b_g012_p07,g012,p07,1164.52,1.15143,5.41596,25.9085,1.04499,0.834317,27.2148,0.716242,2.3,9.2e+08,s5b_g012_p07.dat,8.839535,1.168883,65.56017,2.3,25.9085,summary_s5b_g012_p07.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g012_p08,stage5_boundary,s5b_g012_p08,g012,p08,1164.52,1.15143,5.41596,25.9085,1.04499,0.834317,27.2148,0.716242,2.6,1.04e+09,s5b_g012_p08.dat,1.70701,0.3377457,68.15963,2.6,25.9085,summary_s5b_g012_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g013_p01,stage5_boundary,s5b_g013_p01,g013,p01,1055.29,1.17066,5.0542,23.287,0.895032,0.732461,28.2789,0.910622,0.5,2e+08,s5b_g013_p01.dat,64.02669,9.506405,70.9825,0.5,23.287,summary_s5b_g013_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g013_p02,stage5_boundary,s5b_g013_p02,g013,p02,1055.29,1.17066,5.0542,23.287,0.895032,0.732461,28.2789,0.910622,0.8,3.2e+08,s5b_g013_p02.dat,48.8233,7.852639,69.89823,0.8,23.287,summary_s5b_g013_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g013_p03,stage5_boundary,s5b_g013_p03,g013,p03,1055.29,1.17066,5.0542,23.287,0.895032,0.732461,28.2789,0.910622,1.1,4.4e+08,s5b_g013_p03.dat,36.69979,6.328713,69.01823,1.1,23.287,summary_s5b_g013_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g013_p04,stage5_boundary,s5b_g013_p04,g013,p04,1055.29,1.17066,5.0542,23.287,0.895032,0.732461,28.2789,0.910622,1.4,5.6e+08,s5b_g013_p04.dat,25.79969,4.778915,69.21927,1.4,23.287,summary_s5b_g013_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g013_p05,stage5_boundary,s5b_g013_p05,g013,p05,1055.29,1.17066,5.0542,23.287,0.895032,0.732461,28.2789,0.910622,1.7,6.8e+08,s5b_g013_p05.dat,15.58061,3.102039,68.70712,1.7,23.287,summary_s5b_g013_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g013_p06,stage5_boundary,s5b_g013_p06,g013,p06,1055.29,1.17066,5.0542,23.287,0.895032,0.732461,28.2789,0.910622,2,8e+08,s5b_g013_p06.dat,2.817866,0.6282367,65.30031,2,23.287,summary_s5b_g013_p06.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g013_p07,stage5_boundary,s5b_g013_p07,g013,p07,1055.29,1.17066,5.0542,23.287,0.895032,0.732461,28.2789,0.910622,2.3,9.2e+08,s5b_g013_p07.dat,1.376677,0.2715544,67.83433,2.3,23.287,summary_s5b_g013_p07.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g013_p08,stage5_boundary,s5b_g013_p08,g013,p08,1055.29,1.17066,5.0542,23.287,0.895032,0.732461,28.2789,0.910622,2.6,1.04e+09,s5b_g013_p08.dat,1.158245,0.2480245,66.90295,2.6,23.287,summary_s5b_g013_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g014_p01,stage5_boundary,s5b_g014_p01,g014,p01,1068.8,0.909497,5.31903,23.6111,0.958642,0.729598,25.7522,0.998914,0.5,2e+08,s5b_g014_p01.dat,139.8024,11.48258,63.54824,0.5,23.6111,summary_s5b_g014_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g014_p02,stage5_boundary,s5b_g014_p02,g014,p02,1068.8,0.909497,5.31903,23.6111,0.958642,0.729598,25.7522,0.998914,0.8,3.2e+08,s5b_g014_p02.dat,91.7192,7.306147,63.91022,0.8,23.6111,summary_s5b_g014_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g014_p03,stage5_boundary,s5b_g014_p03,g014,p03,1068.8,0.909497,5.31903,23.6111,0.958642,0.729598,25.7522,0.998914,1.1,4.4e+08,s5b_g014_p03.dat,58.00855,6.183001,60.87999,1.1,23.6111,summary_s5b_g014_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g014_p04,stage5_boundary,s5b_g014_p04,g014,p04,1068.8,0.909497,5.31903,23.6111,0.958642,0.729598,25.7522,0.998914,1.4,5.6e+08,s5b_g014_p04.dat,49.7276,5.33489,60.31358,1.4,23.6111,summary_s5b_g014_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g014_p05,stage5_boundary,s5b_g014_p05,g014,p05,1068.8,0.909497,5.31903,23.6111,0.958642,0.729598,25.7522,0.998914,1.7,6.8e+08,s5b_g014_p05.dat,42.28644,4.57673,62.83683,1.7,23.6111,summary_s5b_g014_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g014_p06,stage5_boundary,s5b_g014_p06,g014,p06,1068.8,0.909497,5.31903,23.6111,0.958642,0.729598,25.7522,0.998914,2,8e+08,s5b_g014_p06.dat,29.11284,4.212946,62.79088,2,23.6111,summary_s5b_g014_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g014_p07,stage5_boundary,s5b_g014_p07,g014,p07,1068.8,0.909497,5.31903,23.6111,0.958642,0.729598,25.7522,0.998914,2.3,9.2e+08,s5b_g014_p07.dat,22.54794,3.086404,62.90513,2.3,23.6111,summary_s5b_g014_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g014_p08,stage5_boundary,s5b_g014_p08,g014,p08,1068.8,0.909497,5.31903,23.6111,0.958642,0.729598,25.7522,0.998914,2.6,1.04e+09,s5b_g014_p08.dat,13.63059,2.053891,62.8115,2.6,23.6111,summary_s5b_g014_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g015_p01,stage5_boundary,s5b_g015_p01,g015,p01,1162.29,1.29271,5.20484,25.8549,1.289,0.606389,26.0094,1.05339,0.5,2e+08,s5b_g015_p01.dat,223.5524,28.18931,66.64675,0.5,25.8549,summary_s5b_g015_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g015_p02,stage5_boundary,s5b_g015_p02,g015,p02,1162.29,1.29271,5.20484,25.8549,1.289,0.606389,26.0094,1.05339,0.8,3.2e+08,s5b_g015_p02.dat,175.4287,19.59688,64.77237,0.8,25.8549,summary_s5b_g015_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g015_p03,stage5_boundary,s5b_g015_p03,g015,p03,1162.29,1.29271,5.20484,25.8549,1.289,0.606389,26.0094,1.05339,1.1,4.4e+08,s5b_g015_p03.dat,141.756,14.74532,64.76138,1.1,25.8549,summary_s5b_g015_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g015_p04,stage5_boundary,s5b_g015_p04,g015,p04,1162.29,1.29271,5.20484,25.8549,1.289,0.606389,26.0094,1.05339,1.4,5.6e+08,s5b_g015_p04.dat,95.54764,9.507639,63.71775,1.4,25.8549,summary_s5b_g015_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g015_p05,stage5_boundary,s5b_g015_p05,g015,p05,1162.29,1.29271,5.20484,25.8549,1.289,0.606389,26.0094,1.05339,1.7,6.8e+08,s5b_g015_p05.dat,67.10614,12.79915,69.11962,1.7,25.8549,summary_s5b_g015_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g015_p06,stage5_boundary,s5b_g015_p06,g015,p06,1162.29,1.29271,5.20484,25.8549,1.289,0.606389,26.0094,1.05339,2,8e+08,s5b_g015_p06.dat,58.22241,11.32094,68.71287,2,25.8549,summary_s5b_g015_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g015_p07,stage5_boundary,s5b_g015_p07,g015,p07,1162.29,1.29271,5.20484,25.8549,1.289,0.606389,26.0094,1.05339,2.3,9.2e+08,s5b_g015_p07.dat,50.66835,10.02611,67.21535,2.3,25.8549,summary_s5b_g015_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g015_p08,stage5_boundary,s5b_g015_p08,g015,p08,1162.29,1.29271,5.20484,25.8549,1.289,0.606389,26.0094,1.05339,2.6,1.04e+09,s5b_g015_p08.dat,42.99804,8.649284,67.8553,2.6,25.8549,summary_s5b_g015_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g016_p01,stage5_boundary,s5b_g016_p01,g016,p01,1132.16,0.867546,4.63799,25.1319,1.24849,0.651788,30.0877,0.875963,0.5,2e+08,s5b_g016_p01.dat,125.5748,8.860284,65.72542,0.5,25.1319,summary_s5b_g016_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g016_p02,stage5_boundary,s5b_g016_p02,g016,p02,1132.16,0.867546,4.63799,25.1319,1.24849,0.651788,30.0877,0.875963,0.8,3.2e+08,s5b_g016_p02.dat,83.58741,5.612404,68.67083,0.8,25.1319,summary_s5b_g016_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g016_p03,stage5_boundary,s5b_g016_p03,g016,p03,1132.16,0.867546,4.63799,25.1319,1.24849,0.651788,30.0877,0.875963,1.1,4.4e+08,s5b_g016_p03.dat,68.19956,4.502647,69.06874,1.1,25.1319,summary_s5b_g016_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g016_p04,stage5_boundary,s5b_g016_p04,g016,p04,1132.16,0.867546,4.63799,25.1319,1.24849,0.651788,30.0877,0.875963,1.4,5.6e+08,s5b_g016_p04.dat,64.41057,4.326296,62.38451,1.4,25.1319,summary_s5b_g016_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g016_p05,stage5_boundary,s5b_g016_p05,g016,p05,1132.16,0.867546,4.63799,25.1319,1.24849,0.651788,30.0877,0.875963,1.7,6.8e+08,s5b_g016_p05.dat,58.64428,3.859035,64.32603,1.7,25.1319,summary_s5b_g016_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g016_p06,stage5_boundary,s5b_g016_p06,g016,p06,1132.16,0.867546,4.63799,25.1319,1.24849,0.651788,30.0877,0.875963,2,8e+08,s5b_g016_p06.dat,51.2435,3.361127,64.93506,2,25.1319,summary_s5b_g016_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g016_p07,stage5_boundary,s5b_g016_p07,g016,p07,1132.16,0.867546,4.63799,25.1319,1.24849,0.651788,30.0877,0.875963,2.3,9.2e+08,s5b_g016_p07.dat,46.22533,3.098905,65.6699,2.3,25.1319,summary_s5b_g016_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g016_p08,stage5_boundary,s5b_g016_p08,g016,p08,1132.16,0.867546,4.63799,25.1319,1.24849,0.651788,30.0877,0.875963,2.6,1.04e+09,s5b_g016_p08.dat,41.88269,2.708795,64.7504,2.6,25.1319,summary_s5b_g016_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g017_p01,stage5_boundary,s5b_g017_p01,g017,p01,1136.66,1.23254,4.40774,25.2399,0.811571,0.68074,30.4811,0.662672,0.5,2e+08,s5b_g017_p01.dat,87.41126,5.823439,66.99545,0.5,25.2399,summary_s5b_g017_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g017_p02,stage5_boundary,s5b_g017_p02,g017,p02,1136.66,1.23254,4.40774,25.2399,0.811571,0.68074,30.4811,0.662672,0.8,3.2e+08,s5b_g017_p02.dat,67.47611,9.441593,76.12769,0.8,25.2399,summary_s5b_g017_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g017_p03,stage5_boundary,s5b_g017_p03,g017,p03,1136.66,1.23254,4.40774,25.2399,0.811571,0.68074,30.4811,0.662672,1.1,4.4e+08,s5b_g017_p03.dat,52.19314,7.874902,74.54142,1.1,25.2399,summary_s5b_g017_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g017_p04,stage5_boundary,s5b_g017_p04,g017,p04,1136.66,1.23254,4.40774,25.2399,0.811571,0.68074,30.4811,0.662672,1.4,5.6e+08,s5b_g017_p04.dat,37.50537,6.22671,73.8953,1.4,25.2399,summary_s5b_g017_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g017_p05,stage5_boundary,s5b_g017_p05,g017,p05,1136.66,1.23254,4.40774,25.2399,0.811571,0.68074,30.4811,0.662672,1.7,6.8e+08,s5b_g017_p05.dat,24.09612,4.232159,72.52217,1.7,25.2399,summary_s5b_g017_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g017_p06,stage5_boundary,s5b_g017_p06,g017,p06,1136.66,1.23254,4.40774,25.2399,0.811571,0.68074,30.4811,0.662672,2,8e+08,s5b_g017_p06.dat,13.63814,1.371774,63.50348,2,25.2399,summary_s5b_g017_p06.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g017_p07,stage5_boundary,s5b_g017_p07,g017,p07,1136.66,1.23254,4.40774,25.2399,0.811571,0.68074,30.4811,0.662672,2.3,9.2e+08,s5b_g017_p07.dat,1.773431,0.3315845,71.07578,2.3,25.2399,summary_s5b_g017_p07.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g017_p08,stage5_boundary,s5b_g017_p08,g017,p08,1136.66,1.23254,4.40774,25.2399,0.811571,0.68074,30.4811,0.662672,2.6,1.04e+09,s5b_g017_p08.dat,1.413087,0.290441,69.47165,2.6,25.2399,summary_s5b_g017_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g018_p01,stage5_boundary,s5b_g018_p01,g018,p01,1098.87,1.09946,5.22396,24.3328,0.937419,0.618753,27.9447,0.653781,0.5,2e+08,s5b_g018_p01.dat,168.0421,14.69102,64.02492,0.5,24.3328,summary_s5b_g018_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g018_p02,stage5_boundary,s5b_g018_p02,g018,p02,1098.87,1.09946,5.22396,24.3328,0.937419,0.618753,27.9447,0.653781,0.8,3.2e+08,s5b_g018_p02.dat,129.0978,10.82074,67.42547,0.8,24.3328,summary_s5b_g018_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g018_p03,stage5_boundary,s5b_g018_p03,g018,p03,1098.87,1.09946,5.22396,24.3328,0.937419,0.618753,27.9447,0.653781,1.1,4.4e+08,s5b_g018_p03.dat,67.1143,11.19126,67.04531,1.1,24.3328,summary_s5b_g018_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g018_p04,stage5_boundary,s5b_g018_p04,g018,p04,1098.87,1.09946,5.22396,24.3328,0.937419,0.618753,27.9447,0.653781,1.4,5.6e+08,s5b_g018_p04.dat,54.60098,9.713093,69.08447,1.4,24.3328,summary_s5b_g018_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g018_p05,stage5_boundary,s5b_g018_p05,g018,p05,1098.87,1.09946,5.22396,24.3328,0.937419,0.618753,27.9447,0.653781,1.7,6.8e+08,s5b_g018_p05.dat,44.33469,8.172508,68.94789,1.7,24.3328,summary_s5b_g018_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g018_p06,stage5_boundary,s5b_g018_p06,g018,p06,1098.87,1.09946,5.22396,24.3328,0.937419,0.618753,27.9447,0.653781,2,8e+08,s5b_g018_p06.dat,34.67848,6.662876,68.44301,2,24.3328,summary_s5b_g018_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g018_p07,stage5_boundary,s5b_g018_p07,g018,p07,1098.87,1.09946,5.22396,24.3328,0.937419,0.618753,27.9447,0.653781,2.3,9.2e+08,s5b_g018_p07.dat,25.18881,5.063841,66.35695,2.3,24.3328,summary_s5b_g018_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g018_p08,stage5_boundary,s5b_g018_p08,g018,p08,1098.87,1.09946,5.22396,24.3328,0.937419,0.618753,27.9447,0.653781,2.6,1.04e+09,s5b_g018_p08.dat,12.0461,2.655972,68.12124,2.6,24.3328,summary_s5b_g018_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g019_p01,stage5_boundary,s5b_g019_p01,g019,p01,1095.51,0.938325,4.738,24.2522,0.657112,0.890579,30.9706,0.531565,0.5,2e+08,s5b_g019_p01.dat,75.74464,3.476148,69.79083,0.5,24.2522,summary_s5b_g019_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g019_p02,stage5_boundary,s5b_g019_p02,g019,p02,1095.51,0.938325,4.738,24.2522,0.657112,0.890579,30.9706,0.531565,0.8,3.2e+08,s5b_g019_p02.dat,67.5987,3.02375,69.98507,0.8,24.2522,summary_s5b_g019_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g019_p03,stage5_boundary,s5b_g019_p03,g019,p03,1095.51,0.938325,4.738,24.2522,0.657112,0.890579,30.9706,0.531565,1.1,4.4e+08,s5b_g019_p03.dat,62.25996,2.720913,68.31177,1.1,24.2522,summary_s5b_g019_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g019_p04,stage5_boundary,s5b_g019_p04,g019,p04,1095.51,0.938325,4.738,24.2522,0.657112,0.890579,30.9706,0.531565,1.4,5.6e+08,s5b_g019_p04.dat,53.10985,2.298198,68.75694,1.4,24.2522,summary_s5b_g019_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g019_p05,stage5_boundary,s5b_g019_p05,g019,p05,1095.51,0.938325,4.738,24.2522,0.657112,0.890579,30.9706,0.531565,1.7,6.8e+08,s5b_g019_p05.dat,47.49638,2.001816,69.00378,1.7,24.2522,summary_s5b_g019_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g019_p06,stage5_boundary,s5b_g019_p06,g019,p06,1095.51,0.938325,4.738,24.2522,0.657112,0.890579,30.9706,0.531565,2,8e+08,s5b_g019_p06.dat,34.75216,1.584294,66.5296,2,24.2522,summary_s5b_g019_p06.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g019_p07,stage5_boundary,s5b_g019_p07,g019,p07,1095.51,0.938325,4.738,24.2522,0.657112,0.890579,30.9706,0.531565,2.3,9.2e+08,s5b_g019_p07.dat,1.206421,0.2424015,69.93976,2.3,24.2522,summary_s5b_g019_p07.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g019_p08,stage5_boundary,s5b_g019_p08,g019,p08,1095.51,0.938325,4.738,24.2522,0.657112,0.890579,30.9706,0.531565,2.6,1.04e+09,s5b_g019_p08.dat,1.064837,0.2379686,70.03565,2.6,24.2522,summary_s5b_g019_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g020_p01,stage5_boundary,s5b_g020_p01,g020,p01,1110.81,0.953899,5.77696,24.6195,1.25535,0.77568,27.0489,0.633004,0.5,2e+08,s5b_g020_p01.dat,112.0029,7.692067,62.87751,0.5,24.6195,summary_s5b_g020_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g020_p02,stage5_boundary,s5b_g020_p02,g020,p02,1110.81,0.953899,5.77696,24.6195,1.25535,0.77568,27.0489,0.633004,0.8,3.2e+08,s5b_g020_p02.dat,68.34059,4.89377,62.25959,0.8,24.6195,summary_s5b_g020_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g020_p03,stage5_boundary,s5b_g020_p03,g020,p03,1110.81,0.953899,5.77696,24.6195,1.25535,0.77568,27.0489,0.633004,1.1,4.4e+08,s5b_g020_p03.dat,55.31313,4.265894,62.86074,1.1,24.6195,summary_s5b_g020_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g020_p04,stage5_boundary,s5b_g020_p04,g020,p04,1110.81,0.953899,5.77696,24.6195,1.25535,0.77568,27.0489,0.633004,1.4,5.6e+08,s5b_g020_p04.dat,52.67019,3.636305,63.0151,1.4,24.6195,summary_s5b_g020_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g020_p05,stage5_boundary,s5b_g020_p05,g020,p05,1110.81,0.953899,5.77696,24.6195,1.25535,0.77568,27.0489,0.633004,1.7,6.8e+08,s5b_g020_p05.dat,47.59058,3.252431,64.28897,1.7,24.6195,summary_s5b_g020_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g020_p06,stage5_boundary,s5b_g020_p06,g020,p06,1110.81,0.953899,5.77696,24.6195,1.25535,0.77568,27.0489,0.633004,2,8e+08,s5b_g020_p06.dat,40.23915,2.728182,62.76335,2,24.6195,summary_s5b_g020_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g020_p07,stage5_boundary,s5b_g020_p07,g020,p07,1110.81,0.953899,5.77696,24.6195,1.25535,0.77568,27.0489,0.633004,2.3,9.2e+08,s5b_g020_p07.dat,34.81066,2.311941,61.39812,2.3,24.6195,summary_s5b_g020_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g020_p08,stage5_boundary,s5b_g020_p08,g020,p08,1110.81,0.953899,5.77696,24.6195,1.25535,0.77568,27.0489,0.633004,2.6,1.04e+09,s5b_g020_p08.dat,15.78893,1.096809,62.58512,2.6,24.6195,summary_s5b_g020_p08.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g021_p01,stage5_boundary,s5b_g021_p01,g021,p01,1156.59,0.801038,4.23033,25.7181,1.33342,0.816388,29.8631,0.765211,0.5,2e+08,s5b_g021_p01.dat,81.66028,4.348775,74.95885,0.5,25.7181,summary_s5b_g021_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g021_p02,stage5_boundary,s5b_g021_p02,g021,p02,1156.59,0.801038,4.23033,25.7181,1.33342,0.816388,29.8631,0.765211,0.8,3.2e+08,s5b_g021_p02.dat,76.50045,4.109882,69.41392,0.8,25.7181,summary_s5b_g021_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g021_p03,stage5_boundary,s5b_g021_p03,g021,p03,1156.59,0.801038,4.23033,25.7181,1.33342,0.816388,29.8631,0.765211,1.1,4.4e+08,s5b_g021_p03.dat,72.56,4.000465,73.69426,1.1,25.7181,summary_s5b_g021_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g021_p04,stage5_boundary,s5b_g021_p04,g021,p04,1156.59,0.801038,4.23033,25.7181,1.33342,0.816388,29.8631,0.765211,1.4,5.6e+08,s5b_g021_p04.dat,66.4699,3.553629,71.55319,1.4,25.7181,summary_s5b_g021_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g021_p05,stage5_boundary,s5b_g021_p05,g021,p05,1156.59,0.801038,4.23033,25.7181,1.33342,0.816388,29.8631,0.765211,1.7,6.8e+08,s5b_g021_p05.dat,62.80979,3.306871,73.63142,1.7,25.7181,summary_s5b_g021_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g021_p06,stage5_boundary,s5b_g021_p06,g021,p06,1156.59,0.801038,4.23033,25.7181,1.33342,0.816388,29.8631,0.765211,2,8e+08,s5b_g021_p06.dat,58.96967,2.994576,69.72132,2,25.7181,summary_s5b_g021_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
